created_at,tweet_id,tweet_text,screen_name,name,account_creation_date,urls,No_retweets,No_favourites,Geo,Place
2021-11-10 01:56:11+00:00,1458252113918693377,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,westtexaslivin,AMERICAN PATRIOT🌟🌟🌟,Fri Nov 15 05:02:36 +0000 2013,[],270,0,,
2021-11-10 01:55:42+00:00,1458251991692546050,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,dougmastriano,Doug Mastriano,Mon Feb 26 19:23:23 +0000 2018,[],270,0,,
2021-11-10 01:52:13+00:00,1458251116928512020,"For some random reason, this Steelers fan feels the need for both an Aaron Rodgers and a Mike Fisher jersey.… https://t.co/q2MPdOO5U5",lynnmalko,Lynn Malko,Tue Jul 20 20:01:55 +0000 2010,"[{'url': 'https://t.co/q2MPdOO5U5', 'expanded_url': 'https://twitter.com/i/web/status/1458251116928512020', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]",0,0,,
2021-11-10 01:50:21+00:00,1458250644142309376,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,ImDeplorable16,LetsGoBrandon,Thu Oct 06 15:08:24 +0000 2011,[],270,0,,
2021-11-10 01:49:45+00:00,1458250492711165954,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,standup_1776,❌Robin Liberty,Wed Aug 26 16:26:41 +0000 2009,[],270,0,,
2021-11-10 01:47:40+00:00,1458249968255385603,RT @KarinaRa1776: @ADL_NewEngland @BeccaRauschMA @rtrestan ISRAELI HOLOCAUST SURVIVOR VERA SHARAV AND DR. REINER FUELLMICH TALK 'GLOBAL GEN…,halpern_naomi,Naomi Halpern,Mon Mar 09 11:32:13 +0000 2015,[],2,0,,
2021-11-10 01:45:49+00:00,1458249506613510152,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,NikkiDec5,NikkiD,Sun Dec 13 01:50:19 +0000 2020,[],270,0,,
2021-11-10 01:40:09+00:00,1458248079514038277,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,tammy4dogs,Tammy MAGA,Sat May 25 17:10:26 +0000 2019,[],270,0,,
2021-11-10 01:28:03+00:00,1458245035414151173,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,deplorabl1,AwakeDeplorable,Sun Jul 25 13:47:35 +0000 2021,[],270,0,,
2021-11-10 01:25:46+00:00,1458244459661955072,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,LuckieTrumpster,Terry Conway,Sun May 12 05:36:06 +0000 2019,[],270,0,,
2021-11-10 01:24:54+00:00,1458244240123777032,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,poppylovestruth,✝️⚡️Poppy Loves The Truth⚡✝️,Sun Apr 28 01:33:40 +0000 2019,[],270,0,,
2021-11-10 01:21:37+00:00,1458243415561449473,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,MinqiB,꧁𝕄𝕚𝕟𝕢𝕚𝔹꧂,Thu Feb 25 01:55:28 +0000 2010,[],270,0,,
2021-11-10 01:11:49+00:00,1458240949084114949,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,WingsofMagic1,Wings of Magic,Sat Mar 20 21:17:47 +0000 2021,[],270,0,,
2021-11-10 01:10:18+00:00,1458240567209611266,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,MemeRodent,🕵🏽‍♂️ Agent MeMeRoDEnT - Pew Pew Pew PhD🐿️🇺🇸,Mon Jan 18 20:23:02 +0000 2021,[],270,0,,
2021-11-10 01:05:40+00:00,1458239399729188865,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,earthing5000,EARTH!🇺🇸,Fri Jun 05 02:01:44 +0000 2020,[],270,0,,
2021-11-10 01:05:34+00:00,1458239376652214280,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,HarleyMayhem,Ｈａｒｌｅｙ ™,Thu Nov 04 18:43:55 +0000 2021,[],270,0,,
2021-11-10 01:02:41+00:00,1458238649573810176,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,luvindiemusic,find new indie music 🎧 - see playlists 📻,Sun Dec 08 22:41:26 +0000 2013,[],270,0,,
2021-11-10 00:52:00+00:00,1458235962094456832,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,PatriotMarianne,Marianne Patriot @MariannePatriot on Parler,Thu Sep 01 13:08:52 +0000 2011,[],270,0,,
2021-11-10 00:51:06+00:00,1458235735039832064,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,JW_Branding,JW Branding,Thu May 07 20:23:52 +0000 2015,[],270,0,,
2021-11-10 00:46:45+00:00,1458234641928892418,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,jillyo4reallyo,Jill McDaniel,Mon Sep 14 06:10:16 +0000 2009,[],270,0,,
2021-11-10 00:44:33+00:00,1458234087680921606,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,Overit83272686,Overit,Thu Jan 28 23:43:59 +0000 2021,[],270,0,,
2021-11-10 00:44:19+00:00,1458234029543673860,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,TrumpPuppy9,Storm ⛈,Fri Nov 15 12:19:40 +0000 2019,[],270,0,,
2021-11-10 00:41:30+00:00,1458233318177050624,"@NormaSco19 @RougeNoirUK The revolution MUST MARCH ON...
#NoVaccinePassports #NoVaccineMandates… https://t.co/5MFJRChxgf",realSittingDove,Sitting Dove,Fri Jul 26 05:18:42 +0000 2019,"[{'url': 'https://t.co/5MFJRChxgf', 'expanded_url': 'https://twitter.com/i/web/status/1458233318177050624', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [97, 120]}]",0,1,,
2021-11-10 00:35:48+00:00,1458231885071634434,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,ScottDevroy1,Scott De Plorable 🇺🇸🇺🇸🇺🇸,Fri May 12 02:02:54 +0000 2017,[],270,0,,
2021-11-10 00:33:12+00:00,1458231228205654018,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,AnonLoomom,loomomAnon,Wed Dec 05 20:50:38 +0000 2018,[],270,0,,
2021-11-10 00:31:32+00:00,1458230810096635922,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,GoneAye,🧨🪲 𝐓𝐀𝐍𝐊 𝐆𝐈𝐑𝐋🧨🪲,Sun Jan 24 01:42:03 +0000 2021,[],270,0,,
2021-11-10 00:31:08+00:00,1458230710867726338,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,FieryRedhead8,Fiery Redhead,Sat Jun 05 19:51:34 +0000 2021,[],270,0,,
2021-11-10 00:30:21+00:00,1458230514075197443,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",RoxyRob96418263,Roxy Robinson,Thu Jul 15 16:13:46 +0000 2021,[],114,0,,
2021-11-10 00:29:54+00:00,1458230399440666627,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,ItalianGirl706,🇺🇸 LikeFineWineOG 🇮🇹,Sun Sep 05 17:45:03 +0000 2021,[],270,0,,
2021-11-10 00:29:18+00:00,1458230247405592576,We had a #covid outbreak at work this week. Over 70 people tested positive. All were vaccinated. #vaccinechoice… https://t.co/DtBy7HA9Fd,TeamFishOn1,Just a man with dreams,Sun Feb 23 11:44:18 +0000 2020,"[{'url': 'https://t.co/DtBy7HA9Fd', 'expanded_url': 'https://twitter.com/i/web/status/1458230247405592576', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]",0,0,,
2021-11-10 00:27:50+00:00,1458229880873644032,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,lettie_cox,Lettie C,Sat Aug 18 22:36:15 +0000 2012,[],270,0,,
2021-11-10 00:27:40+00:00,1458229835684323329,RT @USA_Anne711: 🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee and head…,Sicilianfixer01,🇺🇸 Sicilian Fixer 🇮🇹,Mon May 25 00:25:34 +0000 2020,[],270,0,,
2021-11-10 00:20:35+00:00,1458228055302975495,🚨 #Pennsylvania: ⁦@SenMastriano⁩ ‘s bill to ban COVID-19 vaccine mandates in Pennsylvania passes out of committee a… https://t.co/Csa2byRjaH,USA_Anne711,❤️🇺🇸Anne🇺🇸❤️,Sun Jul 15 03:00:19 +0000 2012,"[{'url': 'https://t.co/Csa2byRjaH', 'expanded_url': 'https://twitter.com/i/web/status/1458228055302975495', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",270,353,,
2021-11-10 00:18:10+00:00,1458227445652283396,"RT @VigilantFox: #NY Governor Kathy Hochul booed by #protesters in Staten Island. 

""Stop those mandates!""

#NoVaccineMandates #NoVaccinePa…",Ricoz35180083,Ricoz,Sun Apr 26 02:12:02 +0000 2020,[],11,0,,
2021-11-10 00:16:54+00:00,1458227126063095812,RT @VigilantFox: New Zealanders have had enough of Jacinda Ardern and her two-tiered #VaccineApartheid state as they make a demonstration a…,Ricoz35180083,Ricoz,Sun Apr 26 02:12:02 +0000 2020,[],31,0,,
2021-11-09 23:57:59+00:00,1458222366954196996,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",HalfPintGB,♌️Half🌸Pint☮️,Thu Oct 18 18:27:33 +0000 2018,[],114,0,,
2021-11-09 23:51:42+00:00,1458220787241005059,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",JulieMorganFos1,Julie Morgan-Foster,Fri May 21 16:23:45 +0000 2021,[],114,0,,
2021-11-09 23:51:07+00:00,1458220638078865411,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",Neveah_M88,Neveah M,Tue May 08 17:16:47 +0000 2012,[],114,0,,
2021-11-09 23:33:35+00:00,1458216226015023104,@jczie3 @JuuustinBrown @tedcruz Did you know that Floridians voted for Donald J Trump and Ron DeSantis because we b… https://t.co/g9LDQFkbx2,AmricnPatriot1,Luis Lebron,Sat Jan 30 01:29:56 +0000 2021,"[{'url': 'https://t.co/g9LDQFkbx2', 'expanded_url': 'https://twitter.com/i/web/status/1458216226015023104', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0,,
2021-11-09 23:31:22+00:00,1458215668273328133,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",newsfol96440501,newsfollower,Mon May 03 22:36:13 +0000 2021,[],114,0,,
2021-11-09 23:29:51+00:00,1458215287535325198,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",RJ_Milligan,J Milligan,Sat Sep 17 11:28:29 +0000 2011,[],114,0,,
2021-11-09 23:19:31+00:00,1458212688530755587,#Mandate #Exercise #Hoodie  #holdtheline #medicalfreedom #mybodymychoice #health #lifting #wellness… https://t.co/yVnDRqktNt,nlcsible,NickieSible,Wed Apr 01 22:38:33 +0000 2009,"[{'url': 'https://t.co/yVnDRqktNt', 'expanded_url': 'https://twitter.com/i/web/status/1458212688530755587', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [101, 124]}]",0,0,,
2021-11-09 23:16:13+00:00,1458211854686302209,"@ADL_NewEngland @BeccaRauschMA @rtrestan https://t.co/kNam0Jqn8q

#FreeMassachusetts #SaveTheKids… https://t.co/PjVzJR4aBh",KarinaRa1776,No-Thanks https://youtu.be/vJYaXy5mmA8,Thu Dec 05 15:47:44 +0000 2019,"[{'url': 'https://t.co/kNam0Jqn8q', 'expanded_url': 'https://youtu.be/Rz8ge4aw8Ws', 'display_url': 'youtu.be/Rz8ge4aw8Ws', 'indices': [41, 64]}, {'url': 'https://t.co/PjVzJR4aBh', 'expanded_url': 'https://twitter.com/i/web/status/1458211854686302209', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [99, 122]}]",1,1,,
2021-11-09 23:14:10+00:00,1458211340032659460,"RT @EMECONOMOU: 513.983.1100 to stop #proctorandgamble's #Coercion and overreach of Joe Biden's Unconstitutional jab mandate
#NoVaccineMand…",janehughesmd,"Jane Hughes,MD",Sat Sep 08 22:02:49 +0000 2012,[],9,0,,
2021-11-09 23:12:03+00:00,1458210809595580419,"@drumcodeuk @RougeNoirUK Godspeed! The revolution MUST MARCH ON...
#NoVaccinePassports #NoVaccineMandates… https://t.co/fzRjK1rpB2",realSittingDove,Sitting Dove,Fri Jul 26 05:18:42 +0000 2019,"[{'url': 'https://t.co/fzRjK1rpB2', 'expanded_url': 'https://twitter.com/i/web/status/1458210809595580419', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]",0,1,,
2021-11-09 22:11:30+00:00,1458195571018244109,"I support ##bodilyautonomy. I support #freedom of choice. I support #medicalfreedom, #love #health. Our frontline w… https://t.co/LFb8QhsZNi",mrscocolis,mrshad,Tue Nov 09 21:45:18 +0000 2021,"[{'url': 'https://t.co/LFb8QhsZNi', 'expanded_url': 'https://twitter.com/i/web/status/1458195571018244109', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,1,,
2021-11-09 22:10:06+00:00,1458195219120156675,"@JayneyGriffo #medicalfreedom You are a hero. Sorry you have to choose, it is wrong on so many levels.",ChiroCycleGirl,Dr. Z,Fri Jan 07 03:38:14 +0000 2011,[],0,0,,
2021-11-09 22:09:09+00:00,1458194980321861633,THANK YOU to the physicians and scientists with INTEGRITY who are courageously standing up for the rights of all of… https://t.co/xYR5VT8qVQ,LeahBorski,"Leah Borski, Certified NeuroHealth Coach",Thu Nov 08 01:23:30 +0000 2012,"[{'url': 'https://t.co/xYR5VT8qVQ', 'expanded_url': 'https://twitter.com/i/web/status/1458194980321861633', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0,,
2021-11-09 21:44:20+00:00,1458188734688595973,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",Ruthchristine7,Christine,Tue Dec 06 12:52:29 +0000 2016,[],114,0,,
2021-11-09 21:40:25+00:00,1458187746351190027,@ADL_NewEngland @BeccaRauschMA @rtrestan ISRAELI HOLOCAUST SURVIVOR VERA SHARAV AND DR. REINER FUELLMICH TALK 'GLOB… https://t.co/bxMvdEHtLG,KarinaRa1776,No-Thanks https://youtu.be/vJYaXy5mmA8,Thu Dec 05 15:47:44 +0000 2019,"[{'url': 'https://t.co/bxMvdEHtLG', 'expanded_url': 'https://twitter.com/i/web/status/1458187746351190027', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",2,4,,
2021-11-09 21:40:11+00:00,1458187687643471883,RT @libertythotsmom: Bay Area peeps remember you need a vax to go to SF 😂#NoVaccinePassports #NoVaccineMandates #MedicalFreedom #freedomral…,_jsten666,| JUSTIN |,Thu Oct 21 08:00:08 +0000 2021,[],5,0,,
2021-11-09 21:33:44+00:00,1458186065257271296,RT @rightnowviews: https://t.co/n4ytsxdJOe #grandpark #losangelesca #nomask #vaxx #vaccinepassport #VaxXed #novaccine #medicalfreedom #anti…,ComenTakeitNews,Come and Take It News,Tue Aug 17 00:21:29 +0000 2021,"[{'url': 'https://t.co/n4ytsxdJOe', 'expanded_url': 'https://rightnowviews.com/f/thousands-attend-medical-freedom-rally-in-grand-park', 'display_url': 'rightnowviews.com/f/thousands-at…', 'indices': [19, 42]}]",1,0,,
2021-11-09 21:13:44+00:00,1458181031954104331,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",ChelmsfordLibe1,Chelmsford Liberal,Sat Oct 17 16:04:44 +0000 2020,[],114,0,,
2021-11-09 21:01:31+00:00,1458177959026728968,"Today is a celebration of ""victory over communism"" and ensuring liberty to all throughout Eastern and Central Europ… https://t.co/0X9FtfPiqJ",FreeRebelLance,rebellance,Wed Aug 18 20:16:54 +0000 2021,"[{'url': 'https://t.co/0X9FtfPiqJ', 'expanded_url': 'https://twitter.com/i/web/status/1458177959026728968', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0,,
2021-11-09 20:21:27+00:00,1458167873822679045,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",QingFanzine,Qing Fanzine,Sun Mar 22 19:45:51 +0000 2015,[],114,0,,
2021-11-09 20:13:34+00:00,1458165890827145223,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",Yasmin61829801,Yasmin #NoVaxPassports,Sun Feb 24 21:41:29 +0000 2013,[],114,0,,
2021-11-09 20:12:47+00:00,1458165694583873538,Why are all of the celebrities that didn’t believe in vaccines for their children before Covid suddenly so quiet?… https://t.co/MGvhohfEz0,88lightyagami,Light Yagami,Tue Mar 09 18:20:21 +0000 2021,"[{'url': 'https://t.co/MGvhohfEz0', 'expanded_url': 'https://twitter.com/i/web/status/1458165694583873538', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",0,0,,
2021-11-09 20:12:41+00:00,1458165668176535555,@JenSiebelNewsom Working in the office? Dinner with his wife? Out with the family? How about you just tell the trut… https://t.co/xqTI07CE9Q,BrothersArmsUSA,Brothers & Arms USA,Sat Dec 19 04:50:17 +0000 2015,"[{'url': 'https://t.co/xqTI07CE9Q', 'expanded_url': 'https://twitter.com/i/web/status/1458165668176535555', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0,,
2021-11-09 20:06:52+00:00,1458164206105157638,#medicalfreedom https://t.co/vjfxsB25wd,scientist_for,A scientist for sanity in politics,Thu Aug 27 15:53:17 +0000 2020,"[{'url': 'https://t.co/vjfxsB25wd', 'expanded_url': 'https://twitter.com/JordanSchachtel/status/1458154912949407756', 'display_url': 'twitter.com/JordanSchachte…', 'indices': [16, 39]}]",0,0,,
2021-11-09 19:57:47+00:00,1458161919852879876,Federal Employees &amp; Contractors join us here - https://t.co/AaEsmPPs8g #MedicalFreedom  #DoNotComply #Federal https://t.co/t0VMlC6RRW,wordsforliving,Advocates for Federal Medical Freedom,Tue Aug 19 08:17:36 +0000 2008,"[{'url': 'https://t.co/AaEsmPPs8g', 'expanded_url': 'https://www.feds4medfreedom.org/', 'display_url': 'feds4medfreedom.org', 'indices': [51, 74]}, {'url': 'https://t.co/t0VMlC6RRW', 'expanded_url': 'https://twitter.com/Yoder_Esq/status/1458090161045188608', 'display_url': 'twitter.com/Yoder_Esq/stat…', 'indices': [114, 137]}]",0,0,,
2021-11-09 19:53:19+00:00,1458160793246130184,"RT @saveourrightsuk: 📣 THURS 11TH NOV 📣
PARLIAMENT SQUARE 3PM
STAND WITH HEALTH CARE WORKERS

60,000 care home workers stand to lose their…",jacks97514404,jacks,Fri Jul 03 19:41:19 +0000 2020,[],114,0,,
2021-11-09 19:29:13+00:00,1458154730887188485,When major political personas are getting / giving advice from a fictional tv character you know something was in t… https://t.co/Xk1t0TtDoo,scientist_for,A scientist for sanity in politics,Thu Aug 27 15:53:17 +0000 2020,"[{'url': 'https://t.co/Xk1t0TtDoo', 'expanded_url': 'https://twitter.com/i/web/status/1458154730887188485', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0,,
2021-11-09 19:24:11+00:00,1458153465398677504,@CrashPatriot Left side looks like he stroked out. Side effect of strocknis muscle loss in face #MedicalFreedom,scientist_for,A scientist for sanity in politics,Thu Aug 27 15:53:17 +0000 2020,[],0,1,,
2021-11-09 19:18:48+00:00,1458152107156983808,https://t.co/IpIR3gia5q .#COVID #DELTA #GetVaccinated #antimask #antivaxxers #invermectin #coronavirus… https://t.co/FdaP4gGdx1,upshotme,"Sam: Thinking Human,1st. Bio-Man, 2nd. Gay, Last.",Tue Oct 14 08:46:30 +0000 2014,"[{'url': 'https://t.co/IpIR3gia5q', 'expanded_url': 'https://youtu.be/gedPlmmBGGg', 'display_url': 'youtu.be/gedPlmmBGGg', 'indices': [0, 23]}, {'url': 'https://t.co/FdaP4gGdx1', 'expanded_url': 'https://twitter.com/i/web/status/1458152107156983808', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]",0,0,,
2021-11-09 19:15:55+00:00,1458151383715041285,https://t.co/7iziobldR6 .#COVID #DELTA #GetVaccinated #antimask #antivaxxers #invermectin #coronavirus… https://t.co/guFDwEJZQz,upshotme,"Sam: Thinking Human,1st. Bio-Man, 2nd. Gay, Last.",Tue Oct 14 08:46:30 +0000 2014,"[{'url': 'https://t.co/7iziobldR6', 'expanded_url': 'https://youtu.be/H-NwGNbP1n0', 'display_url': 'youtu.be/H-NwGNbP1n0', 'indices': [0, 23]}, {'url': 'https://t.co/guFDwEJZQz', 'expanded_url': 'https://twitter.com/i/web/status/1458151383715041285', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]",0,0,,
2021-11-09 18:55:43+00:00,1458146298125697027,https://t.co/n4ytsxdJOe #grandpark #losangelesca #nomask #vaxx #vaccinepassport #VaxXed #novaccine #medicalfreedom… https://t.co/CwXQVNdKgM,rightnowviews,RIGHT NOW VIEWS,Sat Jul 24 07:20:23 +0000 2021,"[{'url': 'https://t.co/n4ytsxdJOe', 'expanded_url': 'https://rightnowviews.com/f/thousands-attend-medical-freedom-rally-in-grand-park', 'display_url': 'rightnowviews.com/f/thousands-at…', 'indices': [0, 23]}, {'url': 'https://t.co/CwXQVNdKgM', 'expanded_url': 'https://twitter.com/i/web/status/1458146298125697027', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",1,2,,"Place(_api=<tweepy.api.API object at 0x000001D1FD7C22E0>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001D1FD7C22E0>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})"
2021-11-09 18:54:01+00:00,1458145870877134848,https://t.co/lVF3jceSv1 .#COVID #DELTA #GetVaccinated #antimask #antivaxxers #invermectin #coronavirus… https://t.co/u9ItwFlEQK,upshotme,"Sam: Thinking Human,1st. Bio-Man, 2nd. Gay, Last.",Tue Oct 14 08:46:30 +0000 2014,"[{'url': 'https://t.co/lVF3jceSv1', 'expanded_url': 'https://youtu.be/UfFwcInNzxY', 'display_url': 'youtu.be/UfFwcInNzxY', 'indices': [0, 23]}, {'url': 'https://t.co/u9ItwFlEQK', 'expanded_url': 'https://twitter.com/i/web/status/1458145870877134848', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]",0,0,,
2021-11-09 18:52:07+00:00,1458145391980032004,"😉👍 @AaronRodgers12  U do U‼️ #MyBodyMyChoice 
#vxMania💉 .. 🖕 the backlash.. 👍 #MedicalFreedom @RSBNetwork… https://t.co/yD94lQv6Mj",MariaRu33675557,Maria Russo#😍❤️🤍💙🇺🇸,Fri Jan 12 18:17:00 +0000 2018,"[{'url': 'https://t.co/yD94lQv6Mj', 'expanded_url': 'https://twitter.com/i/web/status/1458145391980032004', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]",0,1,,
2021-11-09 18:51:18+00:00,1458145189873139712,https://t.co/p02B070k2z .#COVID #DELTA #GetVaccinated #antimask #antivaxxers #invermectin #coronavirus… https://t.co/KRhkmhdcFf,upshotme,"Sam: Thinking Human,1st. Bio-Man, 2nd. Gay, Last.",Tue Oct 14 08:46:30 +0000 2014,"[{'url': 'https://t.co/p02B070k2z', 'expanded_url': 'https://youtu.be/DsM-pASkYS4', 'display_url': 'youtu.be/DsM-pASkYS4', 'indices': [0, 23]}, {'url': 'https://t.co/KRhkmhdcFf', 'expanded_url': 'https://twitter.com/i/web/status/1458145189873139712', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]",0,0,,
